"Data";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20"
2025-09-24;351,999939481821;351,999939481821;351,999939481821;351,999939481821;351,999939481821;351,999939481821;351,999939481821;351,999939481821;351,999939481821;351,999939481821;351,999939481821;351,999939481821;351,999939481821;351,999939481821;351,999939481821;351,999939481821;351,999939481821;351,999939481821;351,999939481821;351,999939481821
2025-09-25;351,910810998355;351,910810998355;351,910810998355;351,910810998355;351,910810998355;351,910810998355;351,910810998355;351,910810998355;351,910810998355;351,910810998355;351,910810998355;351,910810998355;351,910810998355;351,910810998355;351,910810998355;351,910810998355;351,910810998355;351,910810998355;351,910810998355;351,910810998355
2025-09-26;369,479577932;369,479577932;369,479577932;369,8844016384;369,479577932;369,479577932;369,479577932;369,479577932;369,680580372729;369,504389115769;369,479577932;369,479577932;369,479577932;369,479577932;369,479577932;369,479577932;369,479577932;369,479577932;369,479577932;369,479577932
2025-09-27;404,747583291111;392,296979938107;395,52106452268;412,215269800043;410,782067181663;401,56752245023;398,450404805298;400,715512977384;404,757699345787;424,050262000402;408,563971981692;398,324570529344;415,737714432051;393,703086144794;401,723137736736;422,95772795625;405,20140861702;401,801026626985;402,870933567232;403,370170148531
2025-09-28;461,05491651817;432,210728772296;439,090312253702;498,490807888496;472,44416692537;447,098883129212;431,046331264922;448,2959118236;482,849218084955;509,428047833656;480,995667411456;440,667804990415;469,424617283288;426,24013094381;461,497993354819;504,017137870409;456,613348267625;455,847721681412;469,677744068112;436,208202842133
2025-09-29;496,210214136772;459,243943776317;476,831222932814;544,231532192421;507,343461553112;484,824581782561;455,572418661324;484,086236701214;530,346270433412;570,503828329954;530,569778022502;471,03068444115;498,67154805316;455,384394451357;515,872051450813;552,570313005541;486,384031422906;494,742851784099;519,158699688872;457,385832992082
2025-09-30;516,442071882452;475,174913989749;496,570094001105;573,987369252627;526,201322809653;508,466500190521;468,874120263038;501,260994555428;556,026318347412;600,575182232195;558,164016690048;485,591841976399;518,393250916998;481,384352881151;545,728018043091;578,056780473034;500,39368662074;520,140464661519;549,965468118575;481,227037744574
2025-10-01;537,496172964115;487,805366652269;511,668209594835;636,010275125099;536,829065134035;520,602881315123;483,89413082871;514,774812048668;574,718071906698;625,008357472005;582,955771745843;494,577894142238;559,306138117397;501,057524083903;563,463765955981;597,753672030562;514,272308646506;540,450680003822;578,121089025372;515,390926300227
2025-10-02;558,987713414005;503,09654648561;527,315817443509;688,946472460621;545,25388866054;527,145953491205;496,839123011064;532,915522616028;584,410525926746;654,803408061484;599,523462475015;507,053281634617;642,012428921555;528,995937676511;571,709900308436;616,141706430104;534,505497190486;557,641947148323;606,176384991429;543,112693018202
2025-10-03;579,642074747494;523,531819005767;549,198197660446;726,468019436109;557,792050645363;536,015306401098;521,650711896273;553,638070362786;592,555786884819;684,586539624028;607,48237504488;516,309835051467;684,597655389149;587,59710087048;576,914891015603;645,321359561733;547,026482845558;569,449513236268;628,561123536639;569,541055874198
2025-10-04;617,806267188996;544,626696009387;581,341093187414;745,39474954944;576,216726026629;562,950241058532;571,264676828012;571,797216393532;601,60387593187;718,524357749149;611,389579916844;527,261412867288;707,381243793555;626,237648474235;587,515506985995;678,322328250116;558,142405776534;576,366526026995;643,417633273676;596,060216161343
2025-10-05;658,535543111574;570,500318892409;607,864036570711;761,782824177212;593,327605983715;589,358089169981;628,92216265046;601,852029689286;606,501638945314;736,544121291021;616,683936365847;540,181747822638;718,683719162999;670,645837010075;598,612812500848;707,986176639785;571,075584976596;580,340968060485;655,107094486695;610,317547638963
2025-10-06;684,293888710986;586,578819855776;619,053534625701;772,306766083444;599,816057984387;603,675713142964;657,287114007834;634,539598186248;605,81605392314;745,840101095891;633,681730718659;551,54267597207;722,454384064869;702,100590552556;606,78056846315;724,418256146358;609,037683792807;581,987325472071;665,331540652991;614,511236796405
2025-10-07;700,809573857062;601,902395896081;621,463411564551;781,079473851272;601,219998169598;609,283940828452;669,454824387934;650,792349766676;603,661780012372;751,275436576955;643,505923178826;559,685611369623;720,824749450056;718,951794143754;611,146798426624;729,860197365141;627,793599953477;583,239614317754;672,118553124472;612,587178260079
2025-10-08;709,856434849367;608,818774496252;619,691279263185;790,677665381474;602,64732520531;610,764531173475;673,226102518826;663,805260645448;600,712654918626;752,628638909649;647,67030881828;562,916754376468;719,102232833766;740,782126529922;612,599665145668;737,072291108419;637,4529297377;593,240175189297;681,791565734249;606,947773996608
2025-10-09;723,719264811027;614,769280998339;623,625715800097;798,37816844674;607,830254329116;609,33154267661;672,94335599594;677,632334908574;596,399166639342;749,148203472983;675,572153257369;560,976171284663;714,573716517863;756,331693765688;612,677290451114;746,360686029312;640,983276074352;600,460412118402;693,130845674543;599,24088037257
