"Data";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20"
2025-07-30;703,000114557467;703,000114557467;703,000114557467;703,000114557467;703,000114557467;703,000114557467;703,000114557467;703,000114557467;703,000114557467;703,000114557467;703,000114557467;703,000114557467;703,000114557467;703,000114557467;703,000114557467;703,000114557467;703,000114557467;703,000114557467;703,000114557467;703,000114557467
2025-07-31;703,77508775134;703,77508775134;703,77508775134;703,77508775134;703,77508775134;703,77508775134;703,77508775134;703,77508775134;703,77508775134;703,77508775134;703,77508775134;703,77508775134;703,77508775134;703,77508775134;703,77508775134;703,77508775134;703,77508775134;703,77508775134;703,77508775134;703,77508775134
2025-08-01;700,124207926378;700,124207926378;700,124207926378;700,124207926378;700,124207926378;700,124207926378;700,124207926378;700,124207926378;700,124207926378;700,124207926378;700,124207926378;700,124207926378;700,124207926378;700,124207926378;700,124207926378;700,124207926378;700,124207926378;700,124207926378;700,124207926378;700,124207926378
2025-08-02;698,264435742074;695,752061099926;697,321334669788;694,207777959361;698,042473497514;696,689140271667;694,370234376537;701,818556438361;696,934665608296;699,29387820008;696,490767851341;694,222081657448;694,38460539594;698,200899655372;699,489593297695;699,099013761527;696,796370982391;698,535519757907;695,469455124488;696,689140271667
2025-08-03;697,678599109641;689,089708477495;691,747297402024;686,265173426835;693,297258216548;691,109949185741;687,173839839558;704,242877575401;695,752910573253;695,419034810255;692,884469579475;687,138068636293;686,762291688306;694,966021885994;697,19323042793;696,342141226254;693,417163206444;701,506208308439;688,783945102218;693,260958285608
2025-08-04;698,10323390025;681,649932506001;684,512663136898;677,048768052043;688,536910180467;686,249781746429;683,570425252517;708,337755736733;695,196325787698;689,614561609056;693,191484545145;680,584660989306;678,644280960844;694,162163832022;693,832904568064;695,062916911863;692,27870533808;705,278365915284;682,508397335106;692,686054476784
2025-08-05;697,523065688614;672,963851925173;676,088308367358;666,66972587376;682,9213774871;682,142616874817;678,879784937014;707,303192086779;692,800266576816;682,119821260488;689,757694858139;672,383127344842;669,329936520766;693,679257736447;687,989990062778;700,043631314156;688,233907513296;704,382853977042;674,543066514148;689,29578951569
2025-08-06;699,447304005543;670,746671944794;672,859295168398;661,310178474286;679,001307596764;679,540199185782;676,910889122224;709,572223700205;691,877728479361;674,844906538415;684,944901101197;663,179170534183;659,048247552458;692,086414627462;682,354204615252;715,100527950662;682,752027024311;707,176459818835;668,335467060247;689,96273796011
2025-08-07;723,901012226564;677,45680542445;671,503777900799;662,487081370399;687,474813209189;681,61434972304;694,907282632426;729,180664264664;710,431638052788;682,688057153192;678,74619270182;658,097088951277;658,420843296224;694,803425115432;692,635605347263;746,607104734316;684,967324385203;723,98767844035;679,538715226772;703,434636033082
2025-08-08;760,208784378807;690,492388942457;681,934492859768;665,146268025709;732,995869504122;685,176709089816;728,084566418927;762,52434921214;760,357211527431;698,25563477398;672,314355160718;658,186291601508;677,604633564476;701,900376372536;713,279694936764;838,09982044512;701,970340806443;754,14606300865;724,920357157023;754,035140745076
2025-08-09;782,230390828702;699,111978450145;695,935489117865;663,233662136104;766,717645254637;684,772972764974;748,344186276707;779,111411283709;788,562908578451;704,566536229389;665,225914624879;654,627235285174;689,565931884716;703,262749538711;724,24436872279;913,218205139505;722,300117988546;777,128282139541;749,21346085176;785,583872770524
2025-08-10;790,904756859637;700,744228765004;700,922875271106;657,986201599249;784,010883570193;680,460804189515;755,979819590931;784,729003012696;799,520076475163;704,55469148372;656,793403308024;648,5447111863;694,054324975603;700,813545806621;726,924210307012;942,01490309123;733,506819548228;786,087397902861;758,76767077071;798,047008030476
2025-08-11;791,965920416367;702,061230659181;707,371587716613;650,903895708461;794,804351100471;674,248535742257;756,687592135727;787,181438505072;802,301489666151;700,951628682853;649,286070542403;642,613978641954;702,018356333494;703,055305242071;724,749269949038;957,746812866072;744,773258396393;797,414650804663;760,625376503545;803,607097594334
2025-08-12;788,233458083363;711,038646161811;729,394587833563;642,496855672093;801,231329172028;671,153710362747;753,159154830785;801,207931959755;801,911099504418;694,827434393289;644,922442742772;645,946077531946;718,977190086242;713,634438280034;719,621159456293;970,753996537989;760,711431070501;824,953548720535;757,80845479073;817,409181236873
2025-08-13;781,342682410802;730,543198436357;767,814041882426;632,81205326547;800,940919410411;665,784606623738;746,647705341707;825,56680551686;798,217374077872;686,726918747709;641,672505955495;652,150816011107;734,884106034067;727,360458995856;713,851807342094;989,459710213936;777,804281441637;845,579779194466;752,592835731979;836,725000745671
2025-08-14;772,314841330192;743,749328691832;793,143190276025;622,149066110462;796,298619498766;660,545451960947;738,416826326338;836,25389470193;792,76730674318;677,317593106869;638,091368455561;658,997601725296;750,488090113217;735,712936052584;707,117698221285;1035,95518337266;786,253435559691;853,05489463744;745,789361431561;855,875048401072
