"Data";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20"
2025-07-31;684,000102073446;684,000102073446;684,000102073446;684,000102073446;684,000102073446;684,000102073446;684,000102073446;684,000102073446;684,000102073446;684,000102073446;684,000102073446;684,000102073446;684,000102073446;684,000102073446;684,000102073446;684,000102073446;684,000102073446;684,000102073446;684,000102073446;684,000102073446
2025-08-01;680,349222248484;680,349222248484;680,349222248484;680,349222248484;680,349222248484;680,349222248484;680,349222248484;680,349222248484;680,349222248484;680,349222248484;680,349222248484;680,349222248484;680,349222248484;680,349222248484;680,349222248484;680,349222248484;680,349222248484;680,349222248484;680,349222248484;680,349222248484
2025-08-02;675,59089140062;675,59089140062;675,59089140062;675,59089140062;675,59089140062;675,59089140062;675,59089140062;675,59089140062;675,59089140062;675,59089140062;675,59089140062;675,59089140062;675,59089140062;675,59089140062;675,59089140062;675,59089140062;675,59089140062;675,59089140062;675,59089140062;675,59089140062
2025-08-03;671,348496015118;670,169164057127;669,126251194469;668,754866889993;674,625032784931;672,705186639908;669,665178027342;675,065261507548;669,46562551272;670,768817803696;669,779731984288;672,288637401332;670,401985621097;668,74576083837;669,736729600502;670,606953705611;674,044773769255;669,76539190327;670,504323940753;670,651027099722
2025-08-04;666,603337449343;669,839776098151;662,04146774744;660,645489373863;684,797345444791;674,110642263695;663,802968252917;689,044437023413;662,745967322401;669,26923994683;665,996762674783;674,087947590565;663,756463530046;660,654998115885;663,900316880016;665,369103823283;672,73925115218;666,031569364202;663,862781012885;671,740556922054
2025-08-05;659,7093024349;668,955250207113;653,799065202987;652,252648626957;700,949409480544;673,319038849555;656,00074812852;695,80215348045;654,636264796395;665,591377009232;661,731365194029;671,985541553609;657,191224687571;651,359243394647;656,185380048865;658,220663931403;668,168703183192;660,21995290503;655,870085698985;672,008706395506
2025-08-06;653,513195638362;670,617526357705;653,751360406117;646,507422069737;711,968391118377;676,231641324697;647,61982954288;703,352867134548;647,4055250272;662,546864768766;662,357377950415;669,002944531901;656,954928917044;641,965221134928;651,000974342119;651,506113013004;661,597682571854;660,985032832107;649,340742275196;673,914899140703
2025-08-07;657,316311967245;698,54852581575;677,474649000235;664,307435594223;719,199368713076;706,071204925319;647,358571776027;724,066676331293;655,120083164238;669,245653529331;685,923219818832;668,522315751707;667,242922196557;641,912152309506;660,622974715048;653,258262503506;675,240385117624;686,171854063955;652,99734626865;682,024265023517
2025-08-08;663,677045412013;741,561659128939;715,818467521695;694,16901562503;728,561002638376;749,715929686408;659,972168761161;782,302888164284;681,738326690459;706,732349780204;727,050243352162;669,034899556725;686,072402198813;651,399318982632;684,960247557654;656,857972366857;708,952802628299;724,340960350486;665,373087278793;699,709067268976
2025-08-09;664,359512437013;764,652250834154;736,389099652682;715,860730187579;735,575996357802;773,538989133218;664,54842885141;829,249055015728;696,352442326906;739,586271733909;752,693783026892;666,037574254084;696,836920394237;657,226725502213;698,570484938742;655,82977723724;733,969673717796;755,848391807613;672,774958340207;712,137898042941
2025-08-10;661,00140676699;773,931131066616;743,8658749831;725,213180589134;740,188676826886;783,006512205202;663,693991234648;851,87334684993;701,124737789809;753,550085607208;762,777878591139;660,245146974035;700,023995571924;657,274835947128;702,466233605656;651,520646334226;744,315830786596;768,896271165451;673,939877312933;718,55933385414
2025-08-11;658,530021217939;775,596827266912;744,236323274774;727,262753134029;746,065032030361;785,009837859006;659,816349406367;877,513091713119;700,377438060499;758,502906844504;768,74937183069;652,548154589889;700,815724604239;655,778242126652;700,805197415822;644,98800480605;748,211860805018;772,507547613126;670,939193660244;723,022878544625
2025-08-12;657,904195089445;772,475061142762;741,969000145988;724,957184016445;753,360839949053;786,459565682578;653,662164801248;922,320522296163;705,504344581005;757,973133611171;800,310012014064;643,716901037345;703,668321784729;651,899504234752;695,919891447138;637,141070536438;746,671681551792;777,105785808018;666,867705186385;730,012924829959
2025-08-13;659,800950158785;766,178618323789;739,966691387673;721,594515938195;764,565032392777;791,12423187071;646,072757103007;944,087827595297;709,297431785655;754,522604396107;872,609144076747;634,515265570809;711,963443403929;646,366780771846;689,203387226943;628,445223308701;741,483224226834;783,835611792903;662,044129408163;749,660332637686
2025-08-14;660,966392323439;757,865508021585;734,754562541641;717,738725696961;779,434955458451;797,724691633238;637,349607545352;952,964743323798;710,228450536268;748,554378085995;901,236645522806;624,509906936114;725,093036998037;638,741705837708;686,944365753886;619,015928623597;733,830397720089;784,356822919409;657,162972097121;784,290355618234
2025-08-15;658,543231196119;748,22863688506;727,038916029373;711,579360324399;793,684825259921;799,859304749538;632,983859531699;958,47368264359;707,396885878389;740,829223035483;923,470932741995;613,577266147954;735,265370253769;629,726210931768;685,197817157772;610,427579668223;724,317377113165;780,719953875887;651,21274339619;804,163554135996
